Computer date,Tree ID,Date,Maple Species,Maple Code,Latitude,Longitude,Concrete,Concrete Code,Habitat,Habitat Code,Shade ,Shade Code,Tree Circumference_in,Damage,Other Comments,Leaf Color,Leaf Color Code,Leaves Dropping,Leaf Drop Code,Fruit,Fruit Code
09/26/2014 - 1:26pm,,9/26/14,Sugar Maple,4,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,,scratches,None,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/21/2014 - 9:50am,,9/27/14,Norway Maple,1,,,No,1,Home lawn,2,Partially Shaded (2-5hr per day of direct sun),2,,None,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/23/2014 - 2:25pm,,9/30/14,Sugar Maple,4,,,Yes,2,Home lawn,2,Open (more than 5hr per day of direct sun),1,,Central leader has died.  ,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/23/2014 - 3:26pm,,9/30/14,Sugar Maple,4,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/26/2014 - 12:44pm,,10/2/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,none,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/02/2014 - 11:41am,,10/2/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/02/2014 - 12:49pm,,10/2/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/02/2014 - 12:51pm,,10/2/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,"beetles that  eat the trees

",,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/02/2014 - 12:53pm,,10/2/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,nothing,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/02/2014 - 11:41am,,10/2/14,Sugar Maple,4,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/02/2014 - 12:49pm,,10/2/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/02/2014 - 11:42am,,10/2/14,Red Maple,2,,,No,1,School garden,4,Shaded (less than 2hr per day of direct sun),3,,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/03/2014 - 10:00am,,10/3/14,Red Maple,2,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/03/2014 - 10:32am,,10/3/14,Red Maple,2,,,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,,"cracks

",,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/03/2014 - 10:36am,,10/3/14,Red Maple,2,,,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,,,There were a bunch of cracks in the tree. ,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/03/2014 - 10:34am,,10/3/14,Silver Maple,3,,,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,,"Split bark, rough spots","Growth Cracks, Sprouts coming in.",Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/03/2014 - 10:35am,,10/3/14,Silver Maple,3,,,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,,deep scarps,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/03/2014 - 10:36am,,10/3/14,Red Maple,2,,,Yes,2,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,,None,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/03/2014 - 9:54am,,10/3/14,Red Maple,2,,,Yes,2,School paved area,6,Partially Shaded (2-5hr per day of direct sun),2,,Lichen on the side of the tree.,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/03/2014 - 9:53am,,10/3/14,Silver Maple,3,,,Yes,2,School lawn,5,Shaded (less than 2hr per day of direct sun),3,,Branch missing,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/21/2014 - 9:49am,,10/7/14,Sugar Maple,4,,,Yes,2,Home lawn,2,Partially Shaded (2-5hr per day of direct sun),2,,,"Our tree was healthy, tall, wide, and there was a missing branch.",Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/08/2014 - 10:49am,,10/8/14,Sugar Maple,4,,,Yes,2,Home lawn,2,Open (more than 5hr per day of direct sun),1,,,insect eggs on it ,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/08/2015 - 11:35am,29,10/8/14,Sugar Maple,4,44.611203,-75.169027,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,12,"moss on trunk, holy leaves",,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/23/2014 - 2:37pm,,10/10/14,Norway Maple,1,,,Yes,2,Home lawn,2,Open (more than 5hr per day of direct sun),1,,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 1:40pm,,10/10/14,Norway Maple,1,,,No,,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,,, healthy ,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 1:36pm,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,some top branches broken,"Tall,Healthy,and Full",Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 1:38pm,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,Broken/Missing Limbs,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 1:38pm,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,NICE AND BIG ,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 1:38pm,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,"Healthy, tall,wide",Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 1:39pm,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 1:40pm,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 1:41pm,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,limbs missing,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 11:41am,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 11:41am,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 11:42am,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,one broken branch,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 11:42am,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,broken limbs,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 11:43am,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 12:54pm,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,NONE,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 12:54pm,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,none,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 12:55pm,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 12:55pm,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,None ,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 12:58pm,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,none,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 12:59pm,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 8:34am,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,none ,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
